about,address,email,facebook,friday_dinner,friday_lunch,friday_tables,instagram,mon_thu_dinner,mon_thu_lunch,mon_thu_tables,name,pdf_urls,phone,saturday_dinner,saturday_lunch,saturday_tables,slug,sunday_dinner,sunday_lunch,sunday_tables,url,videos,website
,8 Sinaran Drive,sales.ohs@fareast.com.sg,,$1980–$1980,$1880–$1880,5–10,,$1980–$1980,$1880–$1880,5–10,"Oasia Hotel Novena, Singapore",,6812 6991,$1980–$1980,$1880–$1880,5–10,oasia-hotel-novena-singapore,$1980–$1980,$1880–$1880,5–10,https://singaporebrides.com/d/oasia-hotel-novena-singapore/,,
"C elebrate your love at Oasia Resort Sentosa, a tranquil wellness retreat nestled in the heart of Sentosa, just across from Imbiah Station. Surrounded by lush greenery and calm, the resort offers a rejuvenating escape to refresh, recharge, and refuel before you begin your next chapter together. THE ALOES is our elegant ballroom, thoughtfully designed for sophisticated weddings and memorable celebrations. Featuring high ceilings, floor-to-ceiling glass panels on one side, and warm wooden accents on the other, it offers a beautiful blend of modern design and refined charm. Ideal for 120 to 140 guests, it's where lasting moments are made. Just steps away, CYPRESS offers a cosy, intimate setting—perfect for a tea ceremony with your loved ones before the celebration begins. Set within the same precinct, Oasia Resort Sentosa shares a thoughtfully curated selection of wedding venues with its sister properties – The Outpost Hotel Sentosa, Village Hotel Sentosa and The Barracks Hotel Sentosa. F","23 Beach View, Palawan Ridge, #01-01, Sentosa Island",events.sentosa@fareast.com.sg,https://www.facebook.com/OasiaResortSentosa/,$2180–$2180,$2180–$2180,12–14,,$2180–$2180,$2180–$2180,12–14,Oasia Resort Sentosa,"[""https://singaporebrides.com/d/system/documents/contents/000/001/571/original/2026_2027_Wedding_Dinner_Package.pdf?1773628996""]",6512 2202,$2480–$2480,$2480–$2480,12–14,oasia-resort-sentosa,$2480–$2480,$2480–$2480,12–14,https://singaporebrides.com/d/oasia-resort-sentosa/,"[""https://www.youtube.com/user/FarEastHospitality""]",https://www.oasiahotels.com/en/singapore/hotels/Oasia-Resort-Sentosa
,11 Cove Drive #01-01 Sentosa Cove,weddings.sc@one15marina.com,,$2024–$2734,$2024–$2734,3–36,,$2024–$2734,$2024–$2734,3–36,ONE°15 Marina Sentosa Cove,,6305 6990,$2144–$2734,$2144–$2734,3–36,,$2024–$2734,$2024–$2734,3–36,,,
"W hether you envision your wedding to be an intimate gathering or a sophisticated soiree, let One Farrer Hotel be your preferred venue. Create the wedding of your dreams with a choice of unique settings and elegant themes coupled with delightful menus. The Grand Ballroom is a luxurious space steeped in elegance; the perfect choice to host your dream wedding that will accommodate up to 40 tables. Elegantly designed with striking chandeliers and modern colour hues, the pillarless Grand Ballroom is equipped with state-of-the-art audio visual capabilities and an impressive 15 meters wide LED Wall display. Alternatively, allow our versatile spaces to inspire a setting of love and passion. Our Napier, Read and Spottiswoode rooms offering stunning urban expanses from their floor-to-ceiling windows, enough to accommodate for 10 – 120 guests. At One Farrer Hotel, we turn your magical moments into treasured memories.",1 Farrer Park Station Road,events@onefarrer.com,https://www.facebook.com/onefarrerhotel/,$2264–$2264,$2036–$2036,16–45,https://www.instagram.com/onefarrerhotel,$2264–$2264,$2036–$2036,16–45,One Farrer Hotel,"[""https://singaporebrides.com/d/system/documents/contents/000/001/644/original/NEW_OFH_Wedding_Package_2026v2.pdf?1766472968"", ""https://singaporebrides.com/d/system/documents/contents/000/001/320/original/Intimate_2026_package.pdf?1766475423""]",6363 0101,$2384–$2384,$2144–$2144,16–45,one-farrer-hotel,$2264–$2264,$2144–$2144,16–45,https://singaporebrides.com/d/one-farrer-hotel/,,http://www.onefarrer.com/
"D ream weddings do come true at Orchard Hotel where fine cuisine, indulgent themes and excellent banquet facilities are available for you. With a convenient location and an elegant pillar-less Grand Ballroom that can hold up to 100 tables, Orchard Hotel makes the perfect venue for your big day. Backed by state-of-the-art technology and award-winning Hua Ting Restaurant's exquisite Cantonese menu, our dedicated team of catering professionals will see to your every need and preference. The Bridal Suite spells splendour. At the end of the fulfilling day, retreat to your well-appointed suite with special bed set, turn down service and luxurious amenities. Capacity: 180 - 1000 Pax At Orchard Hotel Singapore, we ensure that every wedding experience with us is distinctly special.",442 Orchard Road,cateringenquiry.ohs@millenniumhotels.com,https://www.facebook.com/OrchardHotelSingapore/,$2384–$2743,$2024–$2024,18–100,https://www.instagram.com/orchardhotelsingapore/,$2264–$2264,$2024–$2024,18–100,Orchard Hotel Singapore,"[""https://singaporebrides.com/d/system/documents/contents/000/001/375/original/OHS_Chinese_Wedding_2026.pdf?1743648881"", ""https://singaporebrides.com/d/system/documents/contents/000/001/544/original/OHS_Indian_Wedding_2026.pdf?1743648949"", ""https://singaporebrides.com/d/system/documents/contents/000/001/377/original/OHS_Muslim_Wedding_Inserts_2026.pdf?1771992527""]",6739 6582,$2384–$2743,$2144–$2144,18–100,orchard-hotel-singapore,$2264–$2264,$2144–$2144,18–100,https://singaporebrides.com/d/orchard-hotel-singapore/,,http://www.orchardhotel.com.sg/
"U nforgettable Memories at Orchid Country Club A wedding is a commemoration of lifelong dedication and commitment. At the Orchid Country Club, we spare no effort to make this significant occasion truly unforgettable. Celebrate your wedding in the unparalleled grandeur of pillarless Grand Ballroom (for up to 1,200 persons) accentuated by opulent chandeliers and sleek marble flooring, epitomising elegance and romanticism in exquisite European Style. For an intimate celebration, two modern function suites - Sapphire Suite and Emerald Suite are available for selection. These suites can accommodate groups of 50 to 350 persons and come with full glass windows, offering stunning views of the tranquil and serene environment. To embrace your love for the outdoors, opt for a resort-style wedding in the midst of lush green surroundings at the Tee Garden Foyer (for up to 350 persons) or say your vows by the poolside. Impress your guests by making a grand entrance in a special wedding buggy. Choose",No 1 Orchid Club Road,banquetsales@orchidclub.com,https://www.facebook.com/orchidcountryclub,$1616–$1796,$1460–$1796,10–100,,$1460–$1796,$1460–$1796,10–100,Orchid Country Club,"[""https://singaporebrides.com/d/system/documents/contents/000/001/502/original/occ-wedding-package-2026---2027-%281-apr-2026---31-mar-2027%29-r-on-24-feb-2026-%281%29.pdf?1774937318""]",6750 2166,$1616–$1796,$1460–$1796,10–100,orchid-country-club,$1616–$1796,$1460–$1796,10–100,https://singaporebrides.com/d/orchid-country-club/,,http://www.orchidclub.com/
"W ith Pan Pacific Celebrations, we believe that a wedding is not merely an event. It is a life journey of love as two souls come together with those significant ones to create a legacy for generations to come. An idyllic setting for extraordinary celebrations, Pan Pacific Orchard rises above the vibrancy of Singapore’s prime shopping belt within an iconic landmark that draws nature inwards with green abundance. Celebrate love amid an embracing backdrop of lush greenery, where thriving flora provides a picturesque setting for profound vows of a lifetime together, creating memories to last an eternity. With a collection of venues, each with a distinct character — from cavernous ballrooms, intimate spaces to sprawling open air gardens perched high above the bustling Orchard Road vicinity — we give you the freedom to dream up your perfect event to mark life’s celebrations. Capacity: 20 - 500 Pax For more information or to plan your wedding with us at Pan Pacific Orchard, please visit www.p",10 Claymore Road,celebrate.ppsor@panpacific.com,https://www.facebook.com/PanPacificOrchardSG,$2623–$3583,$2504–$3583,20–43,https://www.instagram.com/panpacificorchard/?igshid=OGQ5ZDc2ODk2ZA%3D%3D,$2623–$3583,$2504–$3583,20–43,Pan Pacific Orchard,"[""https://singaporebrides.com/d/system/documents/contents/000/001/509/original/Pan_Pacific_Orchard_2026_Wedding_Packages.pdf?1740455629""]",6991 6888,$2743–$3583,$2623–$3583,23–43,pan-pacific-orchard,$2623–$3583,$2504–$3583,20–43,https://singaporebrides.com/d/pan-pacific-orchard/,,http://www.panpacific.com/orchard
"E nter a world of glamour and refinement with impeccable bespoke service, breath-taking settings and exquisite Cantonese delicacies from renowned Chinese restaurant, Hai Tien Lo. Be mesmerised by the alluring beauty of our trilogy of wedding themes that evoke elegance and sophistication, inspired by natural blooms and adorned with fairy lights. The perfect venue to showcase these themes is the contemporary pillar-less Pacific Ballroom that is designed to set the stage for grand affairs of elegance and sophistication. Taking centerstage is the honeycomb ceiling of warm and neutral shades of brown and beige that is inspired by the reflection of the sun on the ocean surface and adorned with stylist amber crystal ellipse drop chandeliers. The advanced and sophisticated programmable lighting system features changeable light colours with dimmer settings and option for enhanced level of brightness, creating the perfect ambience you are looking for. With a private driveway leading into the spa","7 Raffles Boulevard, Marina Square",celebrate.ppsin@panpacific.com,https://www.facebook.com/panpacificsingapore,$2635–$2635,$2264–$2396,18–50,,$2312–$2312,$2264–$2396,18–50,Pan Pacific Singapore,"[""https://singaporebrides.com/d/system/documents/contents/000/000/549/original/PPS_SalesPPT_%281%29.pdf?1729056815"", ""https://singaporebrides.com/d/system/documents/contents/000/001/123/original/Wedding_Package_2025_with_enhancements.pdf?1729056824"", ""https://singaporebrides.com/d/system/documents/contents/000/000/529/original/_2025__Hai_Tien_Lo-Wedding_packages.pdf?1729056830"", ""https://singaporebrides.com/d/system/documents/contents/000/000/530/original/_Digital__Wedding_Package_Keyaki_2022.pdf?1650852950""]",6826 8055,$2767–$2767,$2264–$2396,18–50,pan-pacific-singapore,$2767–$2767,$2264–$2396,18–50,https://singaporebrides.com/d/pan-pacific-singapore/,,http://www.panpacific.com/singapore
"A wedding celebration in the heart of the city At Paradox Singapore, every wedding should be a beautifully orchestrated celebration of love and personal story. Perfectly positioned along the iconic Singapore River and just a 3-minute sheltered walk from Clarke Quay MRT, our location offers effortless accessibility for you and your guests — so all the focus stays on what truly matters. Make your entrance into our newly renovated ballroom — where contemporary elegance meets architectural grandeur. The space features soaring 5.5-metre ceilings, sweeping floor-to-ceiling windows, and a dramatic 21-metre LED wall that brings your love story to cinematic life. An adjoining private foyer offers the ideal setting for welcome drinks or pre-dinner mingling, while the ballroom comfortably hosts up to 460 guests in a refined space that is versatile to meet your requests. Exchange vows under open skies at our charming riverside gazebo. Framed by lush greenery and waterfront views, it’s a quiet esca",20 Merchant Road,weddings@paradoxsingapore.com,https://www.facebook.com/paradoxmerchantcourt/reviews/,$2024–$2024,$2024–$2024,12–42,https://www.instagram.com/PARADOXMERCHANTCOURT/,$2024–$2024,$2024–$2024,12–42,Paradox Singapore,"[""https://singaporebrides.com/d/system/documents/contents/000/001/650/original/UPDATED_Paradox_Wedding_Packages_till_31_Dec_2027_%28Wedding_Lunch__Weekday_Dinner%29.pdf?1768271990"", ""https://singaporebrides.com/d/system/documents/contents/000/001/379/original/UPDATED_Paradox_Wedding_Packages_till_31_Dec_2027_%28Weekend_Dinner%29.pdf?1768272011""]",6239 1752,$2384–$2384,$2024–$2024,12–42,paradox-singapore-merchant-court-at-clarke-quay,$2264–$2264,$2024–$2024,12–42,https://singaporebrides.com/d/paradox-singapore-merchant-court-at-clarke-quay/,,https://www.paradoxhotels.com/singapore/events/weddings-and-celebrations
"E xchange vows in the lush, romantic setting of Singapore’s first Garden-in-a-Hotel. At PARKROYAL COLLECTION Marina Bay, Singapore, you can curate the wedding of your dreams with a selection of artfully designed ballrooms, nature-inspired bespoke décor and an exquisite culinary feast, tailored to your tastes. Make a grand entrance as you walk down the aisle under a sky full of twinkling stars at the Garden Ballroom. Featuring a garden pavilion ambience, the pillar-less space holds up to 500 guests and comes complete with an integrated large format screen to replay all your precious moments. Set against the iconic backdrop of soaring cinematic architecture, the Atrium Ballroom dazzles with illuminated arches that accentuate the ceiling, and mirrored walls that bring the hotel’s greenery into the room. The ballroom, which seats up to 250 guests, opens up to a private exclusive foyer that overlooks the Atrium Garden, bringing your guests closer to nature. Make your wedding a truly gourmet",6 Raffles Boulevard,celebrate.prsmb@parkroyalcollection.com,https://www.facebook.com/parkroyalcollectionmarinabay,$2144–$2144,$2144–$2144,15–50,https://www.instagram.com/parkroyalcollectionmarinabay,$2144–$2144,$2144–$2144,15–50,"PARKROYAL COLLECTION Marina Bay, Singapore","[""https://singaporebrides.com/d/system/documents/contents/000/000/916/original/Package_-_Weekday_Chinese_Wedding_%28Lunch_Dinner%29.pdf?1742266014"", ""https://singaporebrides.com/d/system/documents/contents/000/001/121/original/Package_-_Weekend_Chinese_Wedding_%28Dinner%29.pdf?1742266069"", ""https://singaporebrides.com/d/system/documents/contents/000/000/912/original/Package_-_Weekend_Chinese_Wedding_%28Lunch%29.pdf?1742266094"", ""https://singaporebrides.com/d/system/documents/contents/000/000/914/original/Package_-_Intimate_Wedding_Package.pdf?1742266127"", ""https://singaporebrides.com/d/system/documents/contents/000/000/913/original/Wedding_Celebration_Privileges_%28Valid_till_31_Mar_2026%29.pdf?1766988635""]",6845 1018,$2743–$2743,$2384–$2384,15–50,parkroyal-collection-marina-bay-singapore,$2743–$2743,$2384–$2384,15–50,https://singaporebrides.com/d/parkroyal-collection-marina-bay-singapore/,,https://www.panpacific.com/en/hotels-and-resorts/pr-collection-marina-bay.html
"B egin your forever amidst an enchanting hotel-in-a-garden, where lush terraces, glistening reflecting pools, and cascading greenery set the stage for the wedding of your dreams. With serene views and a seamless nature inspired design, our elegant ballrooms embody the perfect harmony of the natural world and modern sophistication. The William Pickering Ballroom is perfect for grand celebrations, with its soaring ceilings, floor-to-ceiling windows and a stunning 16-metre LED wall, while the Outdoor Terrace offers a romantic and picturesque spot for your solemnisation. The Alexander Room features dual six-metre LED screens at both ends, adding a touch of drama and versatility to your celebration while ensuring a seamless experience for your guests. From thoughtfully crafted menus to warm, personalised service, every detail is taken care of with heart. At PARKROYAL COLLECTION Pickering, our Celebration Curators are here to make sure everything flows beautifully — so you can simply relax, ",3 Upper Pickering Street,celebrate.prsps@parkroyalcollection.com,https://www.facebook.com/parkroyalcollectionpickering/,$2264–$2264,$2264–$2264,8–30,https://www.instagram.com/parkroyalcollectionpickering/,$2264–$2264,$2264–$2264,8–30,PARKROYAL COLLECTION Pickering,"[""https://singaporebrides.com/d/system/documents/contents/000/001/513/original/PARKROYAL_COLLECTION_Pickering_Singapore_2026_Wedding_Package.docx.pdf?1741579170"", ""https://singaporebrides.com/d/system/documents/contents/000/001/716/original/PARKROYAL_COLLECTION_Pickering_Singapore_2027_Wedding_Package.pdf?1776322381"", ""https://singaporebrides.com/d/system/documents/contents/000/001/717/original/PARKROYAL_COLLECTION_Pickering_Singapore_2027_Exclusively_Yours_Wedding_Package.pdf?1776322423"", ""https://singaporebrides.com/d/system/documents/contents/000/001/566/original/Lime_Restaurant_Wedding_Package.pdf?1749436479""]",6809 8849,$2875–$2875,$2635–$2635,8–30,parkroyal-collection-pickering,$2516–$2516,$2516–$2516,8–30,https://singaporebrides.com/d/parkroyal-collection-pickering/,,http://www.panpacific.com/pickering
"Y ou tie the knot. We tie the loose ends. At PARKROYAL on Beach Road, we believe that every wedding should be like a fairy tale. Let us help you create the most memorable day in your life, where we turn your dreams into reality. Centrally located in the heart of downtown Singapore, PARKROYAL on Beach Road is the perfect location for weddings. Offering different venue options to cater to different needs, customise the space to suit your wedding style. Have your dream wedding tailored to your requirements at our Grand Ballroom and Sky Ballroom which is located on Level 1 of our new extension wing. Both ballrooms come with pillarless settings and a seven-metre high ceiling and can seat up to 45 and 30 tables respectively. Our comprehensive wedding packages provide a range of nuptial services which also allows you to customise your wedding themes and menus. Capacity: 220 - 450 Pax Connect with our wedding consultants and celebrate your love with exclusive savings—available for a limited ti",7500 Beach Road,celebrate.prsin@parkroyalhotels.com,https://www.facebook.com/PARKROYAL.BeachRoad,$2120–$2120,$2000–$2000,16–40,https://www.instagram.com/parkroyalbeachroad/,$2000–$2000,$2000–$2000,16–40,PARKROYAL on Beach Road,"[""https://singaporebrides.com/d/system/documents/contents/000/001/648/original/PARKROYAL_on_Beach_Road_-_Limited_Time_Promotion.pdf?1776756127"", ""https://singaporebrides.com/d/system/documents/contents/000/001/600/original/PARKROYAL_on_Beach_Road_-_Year_2026_Weekday_Wedding_Package.pdf?1776756155"", ""https://singaporebrides.com/d/system/documents/contents/000/001/601/original/PARKROYAL_on_Beach_Road_-_Year_2026_Weekend_Wedding_Lunch_Package.pdf?1776756171"", ""https://singaporebrides.com/d/system/documents/contents/000/001/602/original/PARKROYAL_on_Beach_Road_-_Year_2026_Weekend_Wedding_Dinner_Package.pdf?1776756181"", ""https://singaporebrides.com/d/system/documents/contents/000/001/645/original/PARKROYAL_on_Beach_Road_-_Year_2027_Weekday_Wedding_Package.pdf?1776756192"", ""https://singaporebrides.com/d/system/documents/contents/000/001/646/original/PARKROYAL_on_Beach_Road_-_Year_2027_Weekend_Wedding_Lunch_Package.pdf?1776756202"", ""https://singaporebrides.com/d/system/documents/contents/000/001/647/original/PARKROYAL_on_Beach_Road_-_Year_2027_Weekend_Wedding_Dinner_Package.pdf?1776756212""]",6505 5697,$2480–$2480,$2240–$2240,16–40,parkroyal-on-beach-road,$2240–$2240,$2240–$2240,16–40,https://singaporebrides.com/d/parkroyal-on-beach-road/,,http://www.parkroyalhotels.com/beachroad
,65 Chulia Street #33-01 OCBC Centre,banquet@peachgarden.com.sg,,$1724–$2144,$1724–$2144,10–36,,$1340–$2144,$1340–$2144,10–36,Peach Garden @ OCBC Centre,,6252 9833,$1724–$2144,$1724–$2144,10–36,,$1724–$2144,$1724–$2144,10–36,,,
,"260 Orchard Rd, #05-02 The Heeren",banquet@peachgarden.com.sg,,$1760–$2180,$1760–$2180,15–20,,$1400–$2180,$1400–$2180,15–20,Peach Garden @ The Heeren,,6252 9833,$1760–$2180,$1760–$2180,15–20,,$1760–$2180,$1760–$2180,15–20,,,
,"9 North Buona Vista Drive ,#02-02 The Metropolis Tower 1",banquet@peachgarden.com.sg,,$1592–$2024,$1592–$2024,8–12,,$1340–$2024,$1340–$2024,8–12,Peach Garden @ The Metropolis,,8448 6198,$1592–$2024,$1592–$2024,8–12,,$1592–$2024,$1592–$2024,8–12,,,
,"301 Upper Thomson Road
#01-88, Thomson Plaza",banquet@peachgarden.com.sg,,$1592–$2024,$1592–$2024,9–30,,$1340–$2024,$1340–$2024,9–30,Peach Garden @ Thomson Plaza,,8448 6198,$1592–$2024,$1592–$2024,9–30,,$1592–$2024,$1592–$2024,9–30,,,
,"165 Tg Pagar Rd, #2F AMARA Singapore, Singapore 088539",hanrobert@quaysidedining.com,,$1784–$1784,$1664–$1664,15–20,,$1544–$1544,$1544–$1544,12–20,Peony Jade @ Amara Singapore,,6276 8327,$1784–$1784,$1664–$1664,15–20,,$1784–$1784,$1664–$1664,15–20,,,
"P ullman Singapore Hill Street is a premium five-star hotel nestled in the cultural heart of Singapore. The hotel blends the timeless tradition of luxury train travel with modern elegance, offering a truly unique setting for your wedding. From the sophisticated decor to the breath-taking views of the Bay, every aspect of our hotel is designed to make your special day unforgettable. Celebrate your love, while surrounded by family and friends, at our enchanting venues, located within the heart of the city. Our beautiful venues offer unique indoor and outdoor settings, paired with luxurious accommodations to ensure a fuss-free experience on your big day. Our dedicated wedding specialists craft bespoke experiences, turning your vision into an unforgettable celebration of elegance and sophistication, from an intimate solemnization to a fresh alfresco wedding, overlooking the city-skyline, with cocktails and canapes. Delight your guests with gourmet dining options curated by our expert chefs","1 Hill Street, Singapore 179949",HB5L7-SM@accor.com,https://www.facebook.com/PullmanSGHillstreet,$2384–$2623,$2384–$2623,8–13,https://www.instagram.com/pullmansghillstreet/,$2384–$2623,$2384–$2623,8–13,Pullman Singapore Hill Street,"[""https://singaporebrides.com/d/system/documents/contents/000/001/482/original/09102025_PSHS_WeddingBrochure_Web.pdf?1767064415""]",6019 7888,$2623–$2863,$2623–$2863,8–13,pullman-singapore-hill-street,$2384–$2623,$2384–$2623,8–13,https://singaporebrides.com/d/pullman-singapore-hill-street/,,https://www.pullmansingaporehillstreet.com/weddings/
,"1 Expo Drive Singapore Expo #02-01, Singapore 486150",Torrance.foo@qianxi.com.sg,,$1168–$1788,$1168–$1788,25–85,,$1168–$1788,$1168–$1788,25–85,Qian Xi Bliss Garden,,6789 1313,$1168–$1788,$1168–$1788,25–85,,$1168–$1788,$1168–$1788,25–85,,,
,190 Ang Mo Kio Ave 8 # 03-01,Torrance.foo@qianxi.com.sg,,$1168–$1788,$1168–$1788,10–40,,$1168–$1788,$1168–$1788,10–40,Qian Xi Eternal Garden,,6970 0002,$1168–$1788,$1168–$1788,10–40,,$1168–$1788,$1168–$1788,10–40,,,
,60 Tessensohn Road Civil Service Club,Torrance.foo@qianxi.com.sg,,$1168–$1788,$1168–$1788,21–57,,$1168–$1788,$1168–$1788,21–57,Qian Xi Farrer Park,,6295 1155,$1168–$1788,$1168–$1788,21–57,,$1168–$1788,$1168–$1788,21–57,,,
,91 Bukit Batok West Ave 2 Civil Service Club,Torrance.foo@qianxi.com.sg,,$1168–$1788,$1168–$1788,8–62,,$1168–$1788,$1168–$1788,8–62,Qian Xi Hilltop Garden,,6316 5500,$1168–$1788,$1168–$1788,8–62,,$1168–$1788,$1168–$1788,8–62,,,
,SAFRA Toa Payoh 293 Lor 6 Toa Payoh #03-01,Torrance.foo@qianxi.com.sg,,$1168–$1788,$1168–$1788,22–116,,$1168–$1788,$1168–$1788,22–116,Qian Xi Jubilee Garden,,67458822,$1168–$1788,$1168–$1788,22–116,,$1168–$1788,$1168–$1788,22–116,,,
,333 Boon Lay Way SAFRA Jurong,Torrance.foo@qianxi.com.sg,,$1168–$1788,$1168–$1788,17–120,,$1168–$1788,$1168–$1788,17–120,Qian Xi Pearl Garden,,6316 9595,$1168–$1788,$1168–$1788,17–120,,$1168–$1788,$1168–$1788,17–120,,,
,2 Telok Blangah Way SAFRA Mount Faber Club #02-05,Torrance.foo@qianxi.com.sg,,$1168–$1788,$1168–$1788,10–90,,$1168–$1788,$1168–$1788,10–90,Qian Xi Summer Garden,,6276 9119,$1168–$1788,$1168–$1788,10–90,,$1168–$1788,$1168–$1788,10–90,,,
,10 Tuas West Drive,sales@rafflesmarina.com.sg,,$1424–$1544,$1424–$1544,5–36,,$1424–$1544,$1424–$1544,5–36,Raffles Marina,,6869 1880,$1424–$1544,$1424–$1544,5–36,,$1424–$1544,$1424–$1544,5–36,,,
"R affles Sentosa Singapore is Singapore’s first all-villa resort, featuring 62 spacious private villas each with their own pool and terrace. Located on scenic Sentosa island, it is an oasis immersed in nature, set amid 100,000 sqm of lush tropical greenery and providing a unique resort experience that combines natural beauty with Raffles’ renowned gracious hospitality. At Raffles Sentosa Singapore, guests can look forward to contemporary design set in a serene natural environment. Perfectly located on a hilltop, Raffles Sentosa Singapore is where timeless elegance, bespoke services and culinary mastery all come together to curate dream celebrations that transcend all expectations. The resort is home to two magnificent ballrooms, thoughtfully designed to host grand celebrations and sophisticated gatherings. Raffles Ballroom graciously accommodates up to 400 guests for opulent seated banquets or 600 for elegant cocktail receptions. The upper-level Garden Room can also serve as a pre-func",4 Bukit Manis Road,HB5Q2@raffles.com,https://www.facebook.com/profile.php?id=61563800302757,$3933–$4412,$3933–$4412,25–40,https://www.instagram.com/raffles_sentosa,$3933–$4412,$3933–$4412,25–40,Raffles Sentosa Singapore,"[""https://singaporebrides.com/d/system/documents/contents/000/001/575/original/Raffles_Sentosa_Singapore_Wedding-Packages_2025.pdf?1751270229""]",6032 4618,$3933–$4412,$3933–$4412,25–40,raffles-sentosa-singapore,$3933–$4412,$3933–$4412,25–40,https://singaporebrides.com/d/raffles-sentosa-singapore/,"[""https://youtu.be/qZHxTNmGpzU"", ""https://youtu.be/7jzYNABvq3c"", ""https://www.youtube.com/@RafflesSentosaSingapore"", ""https://www.youtube.com/@RafflesSentosaSingapore""]",https://www.raffles.com/sentosa
"Established in 1887, Raffles Hotel Singapore remains one of the few 19th century grand hotels in the world. The Grande Dame of Singapore, gazetted as a National Monument and carefully restored to preserve its stately charm, continues to be a lush oasis of serenity in the vibrant heart of the city. Offering a variety of storied social spaces, from verdant lawns to sunlit foyers and grand ballrooms, step into an enchanting world of Raffles Romance where timeless sophistication, striking colonial architecture and grandeur interweave for over a century. Celebrate your dream wedding at Raffles Hotel Singapore in style with options from an intimate garden wedding to romantic soirée and grand ballroom banquets. Dedicated wedding specialists are on hand and are supported by an award-winning team of culinary maestros, sommeliers and resident mixologists, coupled with the legendary Raffles service, to create a truly memorable experience for you and your guests on your biggest day of love.",1 Beach Road,weddings.singapore@raffles.com,https://www.facebook.com/raffleshotelsingapore/,$3093–$3333,$3093–$3333,8–27,https://www.instagram.com/raffleshotelsingapore/,$3093–$3333,$3093–$3333,8–27,Raffles Singapore,"[""https://singaporebrides.com/d/system/documents/contents/000/001/625/original/Raffles_Romance_Brochure_2025_v2.pdf?1762770252"", ""https://singaporebrides.com/d/system/documents/contents/000/001/631/original/2026_Casuarine_Suite_Lunch___Weekday_Dinner_Package_.pdf?1765426068"", ""https://singaporebrides.com/d/system/documents/contents/000/001/632/original/2026_Casuarina_Suite_Weekend_Dinner_Package_.pdf?1765426062"", ""https://singaporebrides.com/d/system/documents/contents/000/001/633/original/2026_Palm_Ballroom_Lunch___Weekday_Dinner_Package_.pdf?1765426091"", ""https://singaporebrides.com/d/system/documents/contents/000/001/634/original/2026_Palm_Ballroom_Weekend_Dinner_Package_.pdf?1765426111"", ""https://singaporebrides.com/d/system/documents/contents/000/001/635/original/2026_Jubilee_Ballroom_Lunch___Weekday_Dinner_Package_.pdf?1765426136"", ""https://singaporebrides.com/d/system/documents/contents/000/001/636/original/2026_Jubilee_Ballroom_Weekend_Dinner_Package.pdf?1765426160""]",6412 1335,$3333–$3693,$3093–$3333,8–27,raffles-singapore,$3093–$3333,$3093–$3333,8–27,https://singaporebrides.com/d/raffles-singapore/,,https://www.raffles.com/singapore/occasions/weddings/
,"392 Havelock Rd, Level 2 Grand Copthorne Waterfront, Singapore 169663",events@redhouseseafood.com,,$2024–$2734,$2024–$2734,1–14,,$2024–$2734,$2024–$2734,1–14,Red House Seafood,,6735 7666,$2024–$2734,$2024–$2734,1–14,,$2024–$2734,$2024–$2734,1–14,,,
"T imeless Rendezvous in the Heartbeat of the Arts Situated in the vibrant Arts and Heritage district along Bras Basah Road, Rendezvous Hotel Singapore blends historic architecture with contemporary interior - the perfect place for a classic yet modern celebration with your closest ones. Leave it in our good hands to craft a memorable experience that you and your significant other will cherish for years to come. To find out more, please contact us via +65 6496 7581 or email [email&#160;protected]",9 Bras Basah Road,sales.rhs@fareast.com.sg,https://www.facebook.com/stayrendezvous,$1905–$1905,$1725–$1725,10–15,https://www.instagram.com/stayrendezvous,$1725–$1725,$1725–$1725,10–15,Rendezvous Hotel Singapore at Bras Basah,"[""https://singaporebrides.com/d/system/documents/contents/000/000/583/original/Brochure_REN_TimelessRendezvous2026.pdf?1761191937"", ""https://singaporebrides.com/d/system/documents/contents/000/001/481/original/Timeless_Rendezvous_-_Wedding_Package_and_Menus.pdf?1726737291"", ""https://singaporebrides.com/d/system/documents/contents/000/001/620/original/Packages_RHS_TimelessRendezvous_2026.pdf?1761184904""]",6708 7728,$1905–$1905,$1725–$1725,10–15,rendezvous-hotel-singapore-at-bras-basah,$1905–$1905,$1725–$1725,10–15,https://singaporebrides.com/d/rendezvous-hotel-singapore-at-bras-basah/,,https://www.rendezvoushotels.com/en/Weddings/Rendezvous-Hotel-Singapore/
